Delivery_person_Age,Delivery_person_Ratings,distance_km,Vehicle_condition,multiple_deliveries,city_enc,vehicle_enc,order_enc,festival_enc,order_hour,is_peak_hour,is_weekend,weather_Cloudy,weather_Fog,weather_Sandstorms,weather_Stormy,weather_Sunny,weather_Windy,traffic_High,traffic_Jam,traffic_Low,traffic_Medium,severe_x_distance,Time_taken(min)
33.0,4.9,7.343593509992792,1,0.0,2,2,1,0,21,1,0,False,False,False,False,False,True,False,True,False,False,0.0,32.0
32.0,4.9,1.488314549130955,2,0.0,2,2,3,0,8,0,0,False,False,False,False,False,True,False,False,True,False,0.0,21.0
34.0,5.0,6.10533273252565,0,1.0,2,3,3,0,13,1,0,False,False,False,False,True,False,True,False,False,False,0.0,29.0
38.0,4.9,3.027483634851258,2,0.0,2,3,1,0,11,1,0,False,False,False,False,True,False,True,False,False,False,0.0,17.0
32.0,4.3,1.4981248106591787,0,2.0,2,3,2,0,8,0,0,False,False,False,True,False,False,False,False,True,False,1.4981248106591787,34.0
27.0,4.7,1.5725337292863206,0,1.0,1,3,3,0,10,0,0,False,True,False,False,False,False,False,False,True,False,0.0,15.0
37.0,5.0,6.242088049788142,0,1.0,2,3,0,0,12,1,0,False,False,False,False,False,True,True,False,False,False,0.0,34.0
24.0,4.6,2.930436548102535,1,1.0,1,3,2,0,10,0,0,False,False,False,True,False,False,False,False,True,False,2.930436548102535,11.0
20.0,4.7,2.930306705566914,0,1.0,2,3,3,0,11,1,0,False,False,True,False,False,False,True,False,False,False,2.930306705566914,20.0
38.0,4.9,1.5439143887823974,0,1.0,2,3,3,0,11,1,0,True,False,False,False,False,False,True,False,False,False,0.0,26.0
38.0,4.9,7.325299567377126,1,0.0,2,3,0,0,19,1,0,False,True,False,False,False,False,False,True,False,False,0.0,31.0
25.0,5.0,9.059739810572326,2,1.0,2,2,1,0,22,0,0,False,True,False,False,False,False,False,True,False,False,0.0,33.0
35.0,4.9,4.406344421717837,1,1.0,2,3,1,0,20,1,0,False,False,False,True,False,False,False,True,False,False,4.406344421717837,26.0
20.0,4.7,7.567411306545492,2,1.0,1,2,1,0,22,0,0,False,True,False,False,False,False,False,False,True,False,0.0,19.0
31.0,4.8,4.717601092054723,1,0.0,2,3,3,0,23,0,0,False,False,False,False,True,False,False,False,True,False,0.0,19.0
29.0,4.0,7.726661980358243,0,0.0,2,3,3,0,22,0,0,False,False,False,True,False,False,False,False,True,False,7.726661980358243,25.0
35.0,4.7,7.8032219310450195,1,0.0,2,3,0,0,21,1,0,False,False,True,False,False,False,False,True,False,False,7.8032219310450195,32.0
37.0,4.9,2.9375685899810504,2,1.0,2,2,2,0,11,1,0,False,False,True,False,False,False,True,False,False,False,2.9375685899810504,29.0
24.0,5.0,4.717601092054723,2,0.0,2,2,1,0,20,1,0,True,False,False,False,False,False,False,True,False,False,0.0,21.0
31.0,4.9,2.9302578007621216,2,1.0,2,1,1,0,10,0,0,False,True,False,False,False,False,False,False,True,False,0.0,15.0
27.0,5.0,1.4687651667291866,1,0.0,2,2,3,0,11,1,0,False,True,False,False,False,False,True,False,False,False,0.0,34.0
26.0,4.6,6.105261700694802,1,1.0,2,2,1,0,13,1,0,False,False,False,True,False,False,True,False,False,False,6.105261700694802,28.0
26.0,4.8,6.290134677634678,0,1.0,1,3,3,0,16,0,0,True,False,False,False,False,False,False,False,False,True,0.0,29.0
33.0,4.9,7.720257981968562,2,1.0,2,2,0,0,21,1,0,False,False,False,False,True,False,False,True,False,False,0.0,18.0
38.0,4.8,2.937062744607084,0,1.0,2,3,0,0,8,0,0,True,False,False,False,False,False,False,False,True,False,0.0,26.0
30.0,4.7,3.027100130884457,0,1.0,2,3,1,0,19,1,0,False,False,False,False,False,True,False,False,True,False,0.0,22.0
32.0,4.6,4.476739560383941,2,1.0,1,2,0,0,17,1,0,False,True,False,False,False,False,False,False,False,True,0.0,15.0
32.0,4.9,4.464766878776638,0,2.0,2,3,2,1,19,1,0,False,False,True,False,False,False,False,True,False,False,4.464766878776638,48.0
28.0,4.7,4.395281348843586,2,1.0,1,3,2,0,18,1,0,False,True,False,False,False,False,False,False,False,True,0.0,12.0
22.0,4.6,5.875003005817474,1,1.0,1,2,0,0,15,0,0,True,False,False,False,False,False,False,False,False,True,0.0,13.0
31.0,4.7,1.5725337292863206,1,1.0,1,3,3,0,10,0,0,False,True,False,False,False,False,False,False,True,False,0.0,19.0
24.0,5.0,20.96888932863528,0,1.0,2,3,1,0,18,1,0,False,False,False,True,False,False,False,False,False,True,20.96888932863528,22.0
24.0,4.1,8.811936584866034,0,0.0,2,3,1,0,23,0,0,False,False,False,True,False,False,False,False,True,False,8.811936584866034,27.0
37.0,5.0,1.4922815535963845,2,1.0,2,2,3,0,10,0,0,False,False,False,True,False,False,False,False,True,False,1.4922815535963845,27.0
36.0,5.0,6.24248507347471,0,1.0,1,3,3,0,16,0,0,False,False,True,False,False,False,False,False,False,True,6.24248507347471,31.0
32.0,4.2,1.5606716526489484,0,0.0,2,3,3,0,9,0,0,False,False,False,True,False,False,False,False,True,False,1.5606716526489484,23.0
21.0,4.8,2.9846382850810085,0,1.0,2,3,1,0,10,0,0,True,False,False,False,False,False,False,False,True,False,0.0,24.0
32.0,4.9,6.290134677634678,1,0.0,2,3,3,0,13,1,0,False,False,False,False,False,True,True,False,False,False,0.0,30.0
27.0,4.8,1.5725337292863206,1,0.0,1,3,1,0,11,1,0,False,False,False,False,True,False,True,False,False,False,0.0,10.0
30.0,4.2,4.540598459773032,0,1.0,2,3,1,0,17,1,0,True,False,False,False,False,False,False,False,False,True,0.0,34.0
36.0,4.8,2.976589528426669,2,1.0,1,2,3,0,10,0,0,False,True,False,False,False,False,False,False,True,False,0.0,17.0
24.0,4.6,7.461062763989528,0,0.0,2,3,3,0,17,1,0,False,True,False,False,False,False,False,False,False,True,0.0,21.0
37.0,4.9,8.929061179189807,2,1.0,1,3,3,0,20,1,0,False,False,False,True,False,False,False,True,False,False,8.929061179189807,29.0
27.0,4.9,9.435201537430713,1,1.0,2,2,1,0,18,1,0,False,False,False,False,False,True,False,False,False,True,0.0,28.0
29.0,4.7,2.9371381383790864,1,1.0,2,2,2,0,11,1,0,False,True,False,False,False,False,True,False,False,False,0.0,30.0
30.0,4.8,6.242543106402691,0,1.0,1,3,0,0,16,0,0,False,True,False,False,False,False,False,False,False,True,0.0,27.0
39.0,4.6,9.363795317587472,2,1.0,2,3,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,0.0,27.0
26.0,4.8,1.4651587132830592,0,0.0,2,3,1,0,10,0,0,True,False,False,False,False,False,False,False,True,False,0.0,21.0
21.0,4.8,9.264431306460903,0,0.0,1,3,1,0,17,1,0,False,False,True,False,False,False,False,False,False,True,9.264431306460903,27.0
28.0,5.0,7.8626681674103684,2,1.0,2,3,1,0,23,0,0,False,False,False,False,True,False,False,False,True,False,0.0,22.0
37.0,4.7,8.988011991138638,0,1.0,2,3,3,0,18,1,0,False,False,False,True,False,False,False,False,False,True,8.988011991138638,30.0
27.0,4.5,9.435201537430713,0,0.0,2,3,1,0,22,0,0,False,False,False,False,True,False,False,False,True,False,0.0,17.0
23.0,4.7,7.8626681674103684,1,1.0,2,2,2,0,19,1,0,False,False,False,False,False,True,False,False,False,True,0.0,28.0
29.0,4.8,7.8626681674103684,2,1.0,2,3,2,0,19,1,0,False,True,False,False,False,False,False,True,False,False,0.0,31.0
32.0,4.9,1.5725337292863206,2,1.0,2,2,3,0,8,0,0,False,False,False,False,True,False,False,False,True,False,0.0,17.0
23.0,4.8,4.717601092054723,1,0.0,1,2,0,0,17,1,0,True,False,False,False,False,False,False,False,False,True,0.0,12.0
36.0,4.5,1.5725337292863206,2,0.0,2,2,0,0,12,1,0,False,False,False,False,True,False,True,False,False,False,0.0,16.0
20.0,4.5,6.105280414496886,0,0.0,2,3,0,0,12,1,0,False,False,False,False,False,True,True,False,False,False,0.0,29.0
36.0,4.2,7.802550609377724,0,1.0,2,3,1,0,18,1,0,True,False,False,False,False,False,False,False,False,True,0.0,32.0
30.0,4.7,1.4689008987050616,3,1.0,2,2,1,0,19,1,0,False,True,False,False,False,False,False,False,True,False,0.0,19.0
24.0,4.8,1.5263928791727877,0,0.0,2,3,2,0,9,0,0,False,False,False,False,True,False,False,False,True,False,0.0,12.0
35.0,5.0,8.790240920913453,1,0.0,2,3,1,0,17,1,0,False,False,False,False,True,False,False,False,False,True,0.0,17.0
30.0,4.7,2.9304352372370155,1,1.0,2,3,3,0,11,1,0,False,False,False,False,False,True,True,False,False,False,0.0,27.0
35.0,4.7,4.578869084677205,1,1.0,2,2,2,0,23,0,0,False,True,False,False,False,False,False,False,True,False,0.0,17.0
20.0,4.7,9.363369184365062,1,1.0,1,3,3,0,23,0,0,False,False,True,False,False,False,False,False,True,False,9.363369184365062,18.0
36.0,4.7,3.145067434621583,2,1.0,2,1,3,0,9,0,0,False,False,False,False,False,True,False,False,True,False,0.0,28.0
28.0,4.8,8.790235466323805,1,1.0,2,2,2,0,22,0,0,False,False,False,False,False,True,False,False,True,False,0.0,14.0
31.0,4.7,6.175440417126042,0,1.0,2,3,1,0,14,1,0,False,False,True,False,False,False,True,False,False,False,6.175440417126042,35.0
27.0,4.4,1.544016399331778,0,0.0,2,3,0,0,10,0,0,False,False,False,True,False,False,False,False,True,False,1.544016399331778,28.0
30.0,4.7,3.1213596766572995,2,1.0,2,3,1,0,19,1,0,False,False,True,False,False,False,False,False,True,False,3.1213596766572995,13.0
21.0,4.5,3.145067434621583,2,1.0,2,2,1,0,8,0,0,True,False,False,False,False,False,False,False,True,False,0.0,13.0
30.0,4.8,2.9765873017465116,2,0.0,2,2,0,0,9,0,0,True,False,False,False,False,False,False,False,True,False,0.0,17.0
33.0,4.8,2.9845983784434726,0,1.0,2,3,1,0,10,0,0,False,True,False,False,False,False,False,False,True,False,0.0,26.0
31.0,4.9,4.63237797773287,2,1.0,2,1,2,0,19,1,0,False,True,False,False,False,False,False,True,False,False,0.0,33.0
24.0,4.9,1.5725337292863206,0,1.0,2,3,1,0,11,1,0,False,False,False,True,False,False,True,False,False,False,1.5725337292863206,18.0
21.0,5.0,7.8626681674103684,2,1.0,2,1,0,0,19,1,0,False,False,False,False,True,False,False,True,False,False,0.0,12.0
23.0,4.0,1.5725337292863206,0,1.0,1,3,3,0,10,0,0,False,False,True,False,False,False,False,False,True,False,1.5725337292863206,20.0
34.0,5.0,1.4981517843346028,0,2.0,2,3,2,0,11,1,0,False,False,False,True,False,False,True,False,False,False,1.4981517843346028,37.0
25.0,4.5,1.5725337292863206,1,1.0,2,2,2,0,9,0,0,False,False,False,False,False,True,False,False,True,False,0.0,15.0
22.0,4.5,5.8603695746489475,0,1.0,1,3,3,0,15,0,0,False,False,False,False,True,False,False,False,False,True,0.0,21.0
30.0,4.7,2.9305900150458237,2,0.0,1,1,1,0,19,1,0,False,True,False,False,False,False,False,False,True,False,0.0,22.0
33.0,4.6,7.803351143013712,0,1.0,2,3,3,0,19,1,0,False,False,False,False,True,False,False,True,False,False,0.0,27.0
26.0,4.9,7.490130247612089,2,1.0,2,3,2,0,23,0,0,False,False,False,False,True,False,False,False,True,False,0.0,18.0
27.0,4.9,6.290134677634678,1,1.0,1,2,0,0,16,0,0,False,False,False,True,False,False,False,False,False,True,6.290134677634678,28.0
28.0,4.9,2.9376270171445986,1,0.0,2,3,1,0,8,0,0,True,False,False,False,False,False,False,False,True,False,0.0,12.0
28.0,4.9,1.5135833475075773,1,1.0,1,2,3,0,8,0,0,False,False,False,False,True,False,False,False,True,False,0.0,20.0
30.0,4.7,4.540569477332525,0,1.0,2,3,0,0,19,1,0,False,False,False,False,True,False,False,False,True,False,0.0,13.0
30.0,4.7,6.176331704964459,1,1.0,2,2,2,0,19,1,0,False,True,False,False,False,False,True,False,False,False,0.0,24.0
36.0,4.8,9.157330481427099,0,0.0,2,3,1,0,21,1,0,False,False,True,False,False,False,False,True,False,False,9.157330481427099,46.0
29.0,4.5,1.5606562752171242,1,1.0,2,2,1,0,10,0,0,False,False,False,True,False,False,False,False,True,False,1.5606562752171242,11.0
35.0,4.5,1.4651400191363693,2,1.0,1,2,1,0,9,0,0,False,False,True,False,False,False,False,False,True,False,1.4651400191363693,27.0
36.0,4.8,7.460843441737842,1,1.0,2,3,3,0,22,0,0,False,False,True,False,False,False,False,False,True,False,7.460843441737842,21.0
27.0,4.9,2.930314663391813,2,1.0,2,1,2,0,8,0,0,False,False,True,False,False,False,False,False,True,False,2.930314663391813,14.0
28.0,4.9,1.5725337292863206,2,0.0,1,2,2,0,8,0,0,False,False,False,False,False,True,False,False,True,False,0.0,14.0
20.0,5.0,7.803338533820035,1,1.0,2,3,2,0,18,1,0,False,False,False,False,False,True,False,False,False,True,0.0,26.0
38.0,4.2,7.325462534530751,2,1.0,2,2,0,0,21,1,0,False,False,False,False,False,True,False,True,False,False,0.0,32.0
38.0,4.8,2.97659809337445,2,1.0,2,1,0,0,10,0,0,False,False,False,False,True,False,False,False,True,False,0.0,19.0
25.0,4.8,9.2636034122361,1,0.0,1,2,3,0,18,1,0,False,False,False,False,False,True,False,False,False,True,0.0,21.0
21.0,5.0,2.9844140404688675,1,1.0,1,3,0,0,9,0,0,False,False,True,False,False,False,False,False,True,False,2.9844140404688675,19.0
27.0,4.8,5.992163616430426,0,0.0,2,3,3,0,15,0,0,False,False,True,False,False,False,False,False,False,True,5.992163616430426,29.0
39.0,4.3,1.5725337292863206,0,1.0,2,3,1,0,10,0,0,False,False,True,False,False,False,False,False,True,False,1.5725337292863206,20.0
23.0,4.7,2.9303401069040156,1,1.0,2,2,3,0,12,1,0,False,False,False,False,False,True,True,False,False,False,0.0,13.0
22.0,4.9,4.395362661086398,2,0.0,2,3,0,0,23,0,0,False,False,False,False,True,False,False,False,True,False,0.0,19.0
32.0,4.5,1.4652507248457556,2,0.0,2,3,1,0,9,0,0,False,False,True,False,False,False,False,False,True,False,1.4652507248457556,21.0
31.0,4.6,9.363543018983561,0,1.0,2,3,3,0,23,0,0,False,False,False,False,True,False,False,False,True,False,0.0,20.0
31.0,5.0,9.262902940888349,2,1.0,2,3,3,0,23,0,0,False,False,False,True,False,False,False,False,True,False,9.262902940888349,26.0
32.0,5.0,5.952960450572515,2,2.0,2,2,0,0,13,1,0,False,True,False,False,False,False,True,False,False,False,0.0,39.0
24.0,4.6,5.952942537915232,2,0.0,2,3,1,0,12,1,0,False,False,False,True,False,False,True,False,False,False,5.952942537915232,26.0
31.0,4.9,3.145067434621583,2,1.0,2,2,1,0,8,0,0,False,True,False,False,False,False,False,False,True,False,0.0,16.0
38.0,5.0,2.9962078010132496,2,0.0,2,2,2,0,10,0,0,True,False,False,False,False,False,False,False,True,False,0.0,15.0
